Unnamed: 0,product_name,product_price,weight,category,EAN,date_added,uuid,removed,product_code
814,Lokken 9 Cube Shelving Unit & Baskets - Oak,£50.00,19.80000kg,homeware,6.46858E+12,27/08/2012,c0244a03-79b7-4b72-bbea-d7a0679d738f,Still_avaliable,t7-7068720v
815,Tromso 3 Tier Corner Shelf,£18.00,18.70000kg,homeware,9.33037E+12,10/11/2010,f7436fda-3f52-45d3-b8b2-44e498a22b1a,Still_avaliable,s7-5179464Z
816,Michigan Corner Ladder Shelf,£45.00,8.50000kg,homeware,8.69799E+12,08/10/1995,6bf1ddf9-8bea-4221-ac1f-fa617a9ee6b4,Still_avaliable,T6-9314284Y
817,Lokken Tall 4 Cube Basket Storage Shelves - White,£25.00,11.00000kg,homeware,9.19214E+12,05/04/1994,3eeb74f0-5eda-4900-a4ef-4db922c7059c,Still_avaliable,h2-3791349W
818,Lokken 5 Tier Corner Shelving - White,£38.00,7.50000kg,homeware,2.86963E+12,28/06/2009,9f1567b8-09ff-4309-8661-eaf4ab5e5c35,Still_avaliable,J3-9903208K
819,Lokken 1-2-3 Shelving Unit & Baskets - White,£38.00,13.50000kg,homeware,2.66537E+12,13/11/2020,f32d21e2-dcea-45ba-815f-79a4d75267f3,Still_avaliable,A0-8693441I
820,Lokken 6 Cube Basket Storage Shelf - Oak,£38.00,13.70000kg,homeware,7.30829E+12,17/06/1999,32bcb6ad-07ad-4aa6-bc81-a6bbbcb0c426,Still_avaliable,F9-9043314w
821,Lokken 6 Cube Basket Storage Shelf - White,£38.00,13.70000kg,homeware,1.37118E+12,21/01/2002,75d74668-9ef4-4dca-bc7e-385f89ff25e4,Still_avaliable,y1-1182301o
822,Tromso 4 Tier Shelving Unit,£30.00,4.20000kg,homeware,3.64774E+12,28/08/2011,d97d9edf-6e20-4eb9-a8fe-2c80d5da3cc1,Still_avaliable,g0-2668160e
823,Tromso 2 Tier Shoe Rack,£40.00,15.50000kg,homeware,7.18315E+12,17/03/2004,af69f2ec-e8ea-4625-a69a-dbd9fe1f85ae,Still_avaliable,L4-0405084P
824,Maine 3 Tier Ladder Shelf - White,£15.00,2.70000kg,homeware,9.53297E+12,30/05/2020,39ba497a-3ca5-43e2-9225-aae4eee68075,Still_avaliable,j5-0832923D
825,Glow in the Dark Dinosaur 9 Tub Storage Drawers,£25.00,12.00000kg,homeware,5.17491E+12,10/06/2014,fe641128-2fb3-421d-9d1a-5391d4def9ab,Still_avaliable,i7-3171879O
826,Mobel 3 Tier Multi-Purpose Trolley - Black,£25.00,4.30000kg,homeware,3.53549E+12,29/07/2002,15884980-3cec-41e5-ad34-d91aea19f8b8,Still_avaliable,R9-1552641N
827,Lokken Bookcase - Oak,£32.00,13.00000kg,homeware,3.42414E+11,15/02/1993,6eb3835e-1108-4665-b819-3f6b3daad46e,Still_avaliable,Q6-0583882A
828,Lokken Bookcase - White,£32.00,13.00000kg,homeware,2.56035E+12,31/10/2014,c2c8be49-0acb-4db6-9dfe-cb6bac5de878,Still_avaliable,H9-1165552I
829,Tromso Drinks Cabinet,£100.00,27.00000kg,homeware,5.87566E+12,18/02/2009,6622f4c3-a158-44ba-90db-ca8fce054301,Still_avaliable,J9-1611190n
830,Tromso Display Shelf,£55.00,9.80000kg,homeware,2.43191E+12,20/02/2018,707a0cd5-4c6a-4338-a8bf-2bc5082f85a9,Still_avaliable,P1-1982715d
831,Urban Paradise 3 Tier Ladder Shelf - Natural,£30.00,6.20000kg,homeware,7.8567E+12,05/11/2010,94333c79-3a5a-4b14-a2aa-b59dd66616ab,Still_avaliable,d2-980828o
832,Lokken 9 Cube Shelving Unit & Baskets - White,£50.00,19.80000kg,homeware,7.84564E+12,23/04/2018,5043fc69-68f1-4614-b326-3dc3432e8ef7,Still_avaliable,O7-1778835P
833,Malmo 3 Drawer Shelving Unit,£25.00,12.50000kg,homeware,9.82464E+12,16/12/2002,1ba58d76-c397-4e8f-a368-d560daa39561,Still_avaliable,G7-4565040l
834,Lokken 2 Cube Shelving Unit - Grey,£12.00,5.60000kg,homeware,5.82604E+12,29/11/2014,e35d06a0-6451-431c-a500-7592bf936891,Still_avaliable,x9-8134773o
835,Mobel Storage with Bookshelves,£35.00,5.50000kg,homeware,7.6315E+12,14/03/2011,12f5f5cf-5337-4af1-ae7d-54b56eb26c38,Still_avaliable,L0-5346470T
836,Maine Ladder Shelf,£35.00,6.40000kg,homeware,3.23743E+12,13/08/1998,2116b511-0a8d-4777-842a-7c3f795737ad,Still_avaliable,s2-5658867X
837,Lokken 4 Tier Ladder Shelf Unit,£40.00,11.60000kg,homeware,6.99271E+12,21/03/2012,9da4bb8d-31f6-4ab6-8356-ef8887896476,Still_avaliable,j3-1644689L
838,Lokken Tall 4 Cube Storage Unit with 2 Baskets,£25.00,11.00000kg,homeware,1.26168E+12,20/06/2020,3ae6150d-b902-4919-8c98-fb35d533ef5a,Still_avaliable,G7-6042308y
839,Maine 3 Tier Corner Shelving - White,£15.00,2.40000kg,homeware,1.954E+12,05/01/2012,4e5e16ac-ab8b-467e-9039-f2e93f577d6d,Still_avaliable,b8-0028533F
840,Detroit Sideboard - Black,£85.00,28.00000kg,homeware,8.45574E+12,23/04/1996,a54ad6ee-1697-46c4-bcc9-11797b03894f,Still_avaliable,j7-7317745M
841,Michigan Ladder Shelf,£45.00,10.70000kg,homeware,7.94957E+11,07/02/2013,1d8a8307-7d7b-4c46-8097-cf61a66cf62d,Still_avaliable,u5-8992302x
842,Norsk Barstool - Black,£50.00,7.30000kg,homeware,5.36575E+12,29/08/2009,c532cacf-0edc-4039-8fe4-84c6c2899979,Still_avaliable,I4-8123726V
843,Lydia Barstool - Grey with Silver Base,£70.00,7.30000kg,homeware,1.58526E+12,10/02/2013,1a0ed0a9-02e4-4aa4-8aae-c4e9ceaa4ff1,Removed,N1-0704643I
844,Norsk Bar Stool - Grey,£50.00,7.30000kg,homeware,4.50112E+12,02/02/2021,8548685a-bfff-4f68-80a3-31841cedff23,Removed,N6-7564410Z
845,Nora Barstool - Navy with Gold Base,£70.00,7.30000kg,homeware,7.24979E+12,28/07/2017,02a01e0e-455d-423d-a9fa-1515899b462a,Still_avaliable,i8-346690M
846,Loft Studio Bar Stool - Grey,£65.00,8.40000kg,homeware,2.15291E+12,13/02/1995,6ac45e71-c588-4e7d-a1bf-6e6fae959449,Still_avaliable,O4-1338863j
847,Tromso Folding Table,£14.00,2.90000kg,homeware,4.90938E+12,23/09/2007,7cc9abb8-da3c-4013-8554-c2300dd4c433,Still_avaliable,w6-8223493O
848,Mobel 3 Tier Multi-Purpose Trolley - Black,£25.00,4.30000kg,homeware,2.64729E+12,04/10/2002,88101c0d-331f-422f-9ecb-92e4e5517720,Still_avaliable,p9-4554891T
849,Tromso Drinks Cabinet,£100.00,27.00000kg,homeware,5.1448E+11,28/11/1996,6d6e72c9-6edc-41c1-a9ff-8792e3d42764,Still_avaliable,k4-8037817p
850,Karina Bailey Drinks Trolley - Silver,£25.00,5.40000kg,homeware,8.20004E+12,03/05/2014,6c6d2c69-4f56-42bd-b683-8e02981df68a,Still_avaliable,G1-0285411W
851,Michigan 3 Piece Breakfast Bar Set,£50.00,15.80000kg,homeware,2.56479E+12,12/08/1999,4f8968bd-2b82-4b2c-8141-dea54d3c2904,Still_avaliable,b7-2776614D
852,Karina Bailey Drinks Trolley - Gold,£25.00,3.90000kg,homeware,8.54267E+12,27/08/2013,ffafca8d-1a30-4fd3-8f2a-78f19f467ff2,Still_avaliable,u1-9312438n
853,Moden Velvet Bar Stool - Blush,£35.00,9.00000kg,homeware,8.26748E+12,23/03/1994,fa7d0ea4-a433-44f4-9b4f-37cc719c5025,Still_avaliable,N4-9903639L
854,Deco Glamour Drinks Trolley - Silver,£20.00,6.30000kg,homeware,6.86083E+12,29/12/2006,575cba9d-2fe5-4fa9-9fe2-322e56182574,Still_avaliable,H7-0784243D
855,Deco Glam Drinks Trolley - Gold,£20.00,6.30000kg,homeware,7.79502E+12,25/04/2008,df955f7e-e5f8-44ac-8b9a-d0bb76a636e0,Still_avaliable,j1-7728014p
856,Mobel Kids Table & Chairs,£35.00,7.00000kg,homeware,7.70759E+12,28/02/1993,3882bdd7-a791-40bc-bf99-75aa39a42bac,Still_avaliable,m6-6523339g
857,Foldable Fairy Unicorn Moon Chair,£18.00,1.80000kg,homeware,1.79982E+12,05/05/2012,6f090e83-949e-47e5-99e1-539ea3f0fec6,Still_avaliable,N1-450760G
858,Foldable Dinostar Moon Chair,£18.00,1.80000kg,homeware,9.83152E+12,06/07/1998,c1c941fd-0818-4ce9-9268-6fa0631e6f3a,Still_avaliable,r3-37753L
859,Glow in the Dark Dinosaur 9 Tub Storage Drawers,£25.00,12.00000kg,homeware,3.97452E+11,18/08/2019,8bafa644-1e21-47d7-9d16-e5b692218591,Still_avaliable,P5-7377601r
860,Space Dinosaur Table & Chairs,£35.00,6.90000kg,homeware,2.01486E+12,15/11/2006,663a120d-b9e0-4c52-aa72-49101c3456dd,Still_avaliable,p2-5618786N
861,Fairy Table & Chairs,£35.00,6.90000kg,homeware,6.13603E+12,12/08/2000,1eb10d43-1f74-443e-ae78-849c906f1758,Still_avaliable,l6-3407617p
862,Alva Clothes Rail,£20.00,2.50000kg,homeware,1.04967E+11,12/03/2010,ce64af0b-aaf0-4566-a20f-801a80c53b68,Still_avaliable,i2-0122662z
863,Amelia Vanity Set with Stool & Mirror,£50.00,10.50000kg,homeware,1.71321E+13,19/10/2016,a327ebb2-b5e9-4478-b604-49f70b8328ff,Still_avaliable,q8-3555898T
864,Alva Desk & Stool Set - White,£25.00,11.20000kg,homeware,6.29763E+12,09/05/1996,21b0f65a-d761-490b-a95d-6719a363eb9b,Still_avaliable,X7-0703198P
865,Heidi Vanity Set with Stool & Mirror - Blush,£50.00,12.30000kg,homeware,7.44729E+12,03/03/2017,d253475d-c404-4f42-8323-6b24a5c5a8ba,Still_avaliable,x4-5296360k
866,Mobel Toybox,£35.00,11.30000kg,homeware,4.21294E+12,05/11/2002,574a177e-2478-4772-b6f5-dd14bf99aeb4,Still_avaliable,k8-9137950l
867,Heidi Vanity Set with Stool & Mirror - White,£50.00,12.30000kg,homeware,2.04678E+12,17/10/2011,f688c866-97d4-4e21-867f-967f4925ee4e,Still_avaliable,M3-1572471N
868,Amelia Vanity Set with Stool & Mirror,£50.00,10.50000kg,homeware,3.18806E+11,24/04/2008,8403f01c-f572-4381-a4ef-ac954cc44c84,Still_avaliable,G6-0531014R
869,Glow in the Dark Fairy 9 Tub Storage Drawers,£25.00,12.00000kg,homeware,6.50549E+11,14/02/2006,9cfc2aac-6c21-4041-a389-98df97545d69,Still_avaliable,L1-5145447W
870,Heidi Vanity Set with Stool & Mirror - Grey,£30.00,12.30000kg,homeware,4.29358E+12,07/03/1993,744f6afe-1369-40e8-b3c6-2ebb8e008185,Still_avaliable,b5-8856163k
871,Malmo Single Bed,£50.00,15.60000kg,homeware,8.84993E+12,16/10/2021,43096e00-4853-4294-8227-8dd43939e3a0,Still_avaliable,p0-6783624f
872,Chunky Knit Rug 100 x 150cm - Silver,£45.00,3.75000kg,homeware,4.79493E+12,01/12/2017,377b142b-b0a2-4980-80ba-3f1d85a37e2f,Still_avaliable,j1-1151073W
873,Chunky Knit Rug 60 x 110cm - Silver,£20.00,1.38000kg,homeware,4.10158E+12,09/06/2017,c0dba236-ba70-4858-b35c-72c298627178,Still_avaliable,U9-5517220l
874,Luxury Faux Fur Rug 100 x 150cm - Blush,£45.00,2.40000kg,homeware,3.33365E+12,05/07/1995,98843a1d-0753-405b-b3e2-11ab2812e177,Still_avaliable,F8-3029474C
875,Teddy Rug 100 x 150cm - Cream,£45.00,2.70000kg,homeware,2.90749E+12,10/03/1998,24135ddc-009f-4eed-83e1-6d2b74402eb3,Removed,Y0-4132019C
876,Alaska Faux Fur Rug 100 x 150cm - Cream,£30.00,1.32000kg,homeware,2.68037E+12,01/05/1993,1ba6aa24-a3a1-4e61-baa2-feb65bd7d5a0,Still_avaliable,J5-0688169b
877,Luxury Faux Fur Rug 100 x 150cm - Charcoal,£45.00,2.40000kg,homeware,3.12399E+12,30/01/2018,8961a8ef-5c88-497c-8d52-e465c126658b,Still_avaliable,M5-4525934X
878,Buddy Rug 80 x 120cm - Black,£30.00,2.20000kg,homeware,5.76083E+12,18/03/1998,37983d68-78e6-4941-a20e-d84d9a9b0d85,Still_avaliable,X3-590395p
879,Buddy Rug 80 x 120cm - Forest Green,£30.00,2.20000kg,homeware,4.57944E+12,05/05/2022,f16e84f0-99c4-4a6c-a04c-516e86d72032,Still_avaliable,I0-581544W
880,Buddy Rug 80 x 120cm - Charcoal,£30.00,2.20000kg,homeware,5.06277E+12,25/05/1994,3c7ea7e6-5145-47e6-88f1-23baa95b35dd,Removed,u8-7106143w
881,Buddy Rug 80 x 120cm - Ghost Grey,£30.00,2.20000kg,homeware,6.64136E+12,07/08/1995,84ed2be9-52be-42fd-9b90-01e89500d864,Still_avaliable,Y3-7227359Y
882,Buddy Rug 80 x 120cm - Stone,£30.00,2.20000kg,homeware,7.99108E+12,15/01/2003,43ffbbaf-9a92-4f79-853d-5a9362204ba9,Still_avaliable,Q3-8831832M
883,Gatsby Foil Micro Plush Rug 60 x 110cm - Blush,£10.00,1.76000kg,homeware,6.74273E+12,17/11/2003,e8f3b095-7101-4fed-aeea-c3039d864f5f,Still_avaliable,y6-3417476g
884,Gatsby Foil Micro Plush Rug 100 x 150cm - Blush,£20.00,1.76000kg,homeware,8.38232E+12,31/10/2009,7b002e9b-8e1f-4c83-b5d2-3e504263234f,Still_avaliable,H0-5745492r
885,Microplush Rug 110 x 160cm - Mink,£25.00,1.47000kg,homeware,6.17536E+12,12/05/2001,695a54ce-84cb-4495-bff2-22e131408f1d,Still_avaliable,s8-7627949t
886,Microplush Rug 60 x 110cm - Mink,£12.00,0.52000kg,homeware,3.84515E+12,23/07/2002,d079c76c-eae9-439a-9575-fbea987fd3c8,Still_avaliable,b8-5128699U
887,Micro Plush Rug 110 x 160cm - Sage,£25.00,1.47000kg,homeware,1.08559E+12,04/06/1994,7224a11a-67b0-4c71-95c5-77c213903399,Still_avaliable,v1-8704395l
888,Micro Plush Rug 60 x 110cm - Sage,£12.00,0.52000kg,homeware,5.14677E+12,29/11/2016,9cde5f20-1277-4d16-9007-8f467508a981,Still_avaliable,n8-972804p
889,Nordic Cream Fur Rug 100 x 150cm,£45.00,1.80000kg,homeware,3.9817E+12,02/12/1993,3524e714-a818-4477-bd7d-e6a88a732d41,Still_avaliable,V8-5723688j
890,Nordic Cream Fur Rug 60 x 110cm,£20.00,0.79000kg,homeware,3.76413E+12,24/07/2001,534f2844-c0c1-4426-9303-04a24e98b85f,Still_avaliable,d4-0434292J
891,Aspen Faux Fur Rug 100 x 150cm - Black,£45.00,0.00240kg,homeware,9.1496E+12,17/08/1998,42bdc2da-b4cc-451f-a84f-4267e9a58268,Still_avaliable,O3-7762763I
892,Chunky Knit Rug 60 x 110cm - Sage,£20.00,0.00138kg,homeware,3.98775E+12,13/01/1993,965229b2-8f47-4528-9c42-d3bd8435043f,Still_avaliable,r2-8521850d
893,Micro Plush Rug 110 x 160cm - Cream,£20.00,1.47000kg,homeware,9.16851E+12,26/07/2008,51c14fcb-4819-4f1d-b8f1-d38707ba40aa,Still_avaliable,X8-2981500h
894,Micro Plush Rug 60 x 110cm - Cream,£10.00,0.52000kg,homeware,5.82794E+12,17/03/2002,88d12dab-26c7-4208-b8e5-1d22a6a5e052,Still_avaliable,x5-5682895m
895,Microplush Rug 110 x 160cm - Silver,£25.00,1.47000kg,homeware,2.63469E+12,30/09/2019,d8dadd7e-ad78-4e5a-88f7-cc4093b2fc84,Still_avaliable,e3-9601139g
896,Microplush Rug 60 x 110cm - Silver,£12.00,0.52000kg,homeware,1.14419E+12,18/04/2012,c4e8634b-e5c7-40bd-94a8-7c5032f4353a,Still_avaliable,w7-8031691v
897,Chunky Knit Rug 100 x 150cm - Silver,£45.00,3.75000kg,homeware,9.63069E+12,06/01/1994,09f57b76-c559-4e11-9d48-5997121cc1cf,Still_avaliable,V9-0206600V
898,Chunky Knit Rug 60 x 110cm - Silver,£20.00,1.38000kg,homeware,3.15399E+12,04/04/2021,4e3219f9-fc7f-498c-aca8-14e76bdcc8e6,Still_avaliable,G4-326158E
899,Luxury Faux Fur Rug 100 x 150cm - Blush,£45.00,2.40000kg,homeware,4.18331E+12,19/06/1998,c639e89b-5f02-4f34-9038-b987385653d3,Removed,a8-0081328Y
900,Teddy Rug 100 x 150cm - Cream,£45.00,2.70000kg,homeware,6.55294E+12,23/09/2015,55e527ab-1ba0-41ff-99bd-bcbae02af074,Still_avaliable,J8-6292617Z
901,Alaska Faux Fur Rug 100 x 150cm - Cream,£30.00,1.32000kg,homeware,5.20084E+12,30/10/2006,3c66bde3-b762-46b3-9d39-6546d33301eb,Still_avaliable,D7-3944479R
902,Silver Shimmer Metallic Rug 60 x 110cm,£20.00,1.68000kg,homeware,8.12547E+11,12/06/2002,12bd53a5-86bc-4972-abbf-7a3140540f5c,Still_avaliable,y4-8891079G
903,Chunky Knit Rug 60 x 110cm - Silver,£20.00,1.38000kg,homeware,1.07534E+12,01/10/1996,31227daa-acdc-4b9a-bdce-01376ea8a526,Still_avaliable,k2-8031544A
904,Shimmer Metallic Rug 60 x 110cm - Blush,£20.00,1.68000kg,homeware,1.39686E+12,27/05/2005,52f4cbb0-b9d8-44a0-aea1-13003233f5b7,Still_avaliable,z4-7344049s
905,Teddy Rug 60 x 110cm - Charcoal,£20.00,1.18000kg,homeware,3.30846E+11,19/09/2014,1b2f535b-ab01-46ed-a533-4969a4ffd0e5,Still_avaliable,P9-9974467T
906,Gatsby Foil Micro Plush Rug 60 x 110cm - Blush,£10.00,1.76000kg,homeware,9.21382E+12,28/03/2017,94d3b482-08fb-4811-9c85-b663d5a46ded,Still_avaliable,r5-7772401v
907,Microplush Rug 60 x 110cm - Mink,£12.00,0.52000kg,homeware,4.98232E+12,10/02/2016,522f9d6a-23ec-43dc-96ea-450e7cd71d6a,Still_avaliable,S1-7882030O
908,Micro Plush Rug 60 x 110cm - Sage,£12.00,0.52000kg,homeware,9.65983E+12,24/07/2008,14a74e93-fa6f-4921-ba19-77e7b657bb4e,Still_avaliable,I3-7896129d
909,Nordic Cream Fur Rug 60 x 110cm,£20.00,0.79000kg,homeware,8.19472E+12,01/11/2016,f9ace5cc-d0dc-41e8-b2bc-5d345e135bad,Still_avaliable,Z3-5504735G
910,Micro Plush Rug 60 x 110cm - Navy,£12.00,0.52000kg,homeware,5.35224E+11,28/12/2010,d46b10c4-bf84-4f55-81ac-b1f0150f1cfe,Still_avaliable,t4-7569619i
911,Micro Plush Rug 60 x 110cm - Black,£12.00,0.52000kg,homeware,5.40023E+12,09/03/2005,55a6206a-dde9-4f46-9679-c4ff6da1ee04,Still_avaliable,k6-2283101R
912,Chunky Knit Rug 60 x 110cm - Sage,£20.00,0.00138kg,homeware,8.58121E+12,13/12/2002,31615957-4ae8-4128-9394-8dc87a6abb8b,Still_avaliable,O1-9109149G
913,Micro Plush Rug 60 x 110cm - Cream,£10.00,0.52000kg,homeware,6.78269E+12,14/08/2017,d6a5a752-266b-4d94-abeb-1afd2daddf9b,Still_avaliable,o9-2902904L
914,Sahara Tassels Rug 100 x 150cm - Cream,£40.00,3.65000kg,homeware,1.6206E+12,15/11/2016,9f2f38b4-0463-4ec2-9483-1771685c9aeb,Still_avaliable,O3-8745943j
915,Sahara Tassels Rug 60 x 110cm - Cream,£15.00,1.65000kg,homeware,2.2204E+12,04/11/2016,245ff82c-fd42-4fbf-928b-1747c42bb9c9,Removed,v4-8783671g
916,Geo Embossed Microplush Rug 60 x 110cm - Blush,£10.00,0.52000kg,homeware,9.09423E+11,21/10/1999,774df6e6-0781-4f94-86c6-8b663058fbf7,Still_avaliable,t3-093984L
917,Geo Microplush Rug 60 x 110cm - Grey,£12.00,0.52000kg,homeware,7.94772E+12,17/05/2003,0469f1e1-6508-45e3-93d0-98fcb299152d,Still_avaliable,i9-532738T
918,Microplush Rug 60 x 110cm - Silver,£12.00,0.52000kg,homeware,5.95401E+12,26/12/2009,7df3660e-476b-48a5-916b-3b83a4fcff4e,Still_avaliable,N8-3908373i
919,Micro Plush Rug 60 x 110cm - Blush,£9.99,0.52000kg,homeware,4.14792E+12,09/11/1999,aa807e81-9dee-4c9e-8aa6-2f43eac41b0c,Still_avaliable,u6-0777152D
920,Luxury Faux Fur Rug 60 x 110cm - Charcoal,£20.00,1.02000kg,homeware,6.12417E+12,04/08/2017,e23c59f0-fc91-42b1-b8ed-4e0ca23a7bfc,Still_avaliable,B8-0359513i
921,Artichoke Ornament,£8.00,1.22000kg,homeware,1.24855E+12,04/02/2001,82622f88-a740-489a-9366-7a4df94964d1,Still_avaliable,u7-5613538D
922,Wooden Fruit Ornament - Apple,£3.00,0.18000kg,homeware,9.75386E+12,27/05/1995,cfb0ea31-7ea6-41ca-8961-dfaa4febf6b1,Still_avaliable,j3-4291888R
923,Wooden Fruit Ornament - Pear,£3.00,0.18500kg,homeware,3.59712E+12,24/07/2017,59ea1dcc-3815-4989-b5cd-27e702401b7f,Removed,z7-860976v
924,Scandi Shore Shell Ornament,£3.00,0.88700kg,homeware,6.59808E+12,29/01/2011,2f9b5e30-afc1-4c41-a43f-962fcd21db7a,Still_avaliable,y4-6525551B
925,Lush Paradise Gold Stacking Animals,£2.00,0.57000kg,homeware,9.99896E+12,28/11/2007,ce6caf9c-d3e6-4768-aead-0e0689c952f5,Still_avaliable,p7-0037173N
926,Lush Paradise Mother & Baby Giraffe Ornament,£4.00,0.36500kg,homeware,4.22718E+12,01/10/2016,b9935e0a-4678-4b85-84ed-a7d007dc8136,Still_avaliable,H2-2887752a
927,Spaceways 4 Tier Extendable Shoe Rack,£16.00,2.06000kg,homeware,9.89547E+12,13/05/2009,62be46ea-e0e7-49db-81f4-bd0f056408ba,Still_avaliable,e9-3411855h
928,Maine Ladder Shelf,£35.00,6.40000kg,homeware,2.73478E+12,15/10/2017,d842edbd-1da4-45c8-9c81-1c682226b72e,Still_avaliable,C1-9805705Z
929,Spaceways Padstow Metal Coat Stand - White,£22.00,3.20000kg,homeware,8.55826E+12,06/01/2001,5ba48b44-467d-4c0c-8565-349fa452ec02,Still_avaliable,Z1-6445470E
930,Spaceways Padstow Metal Coat Stand - Black,£22.00,3.20000kg,homeware,6.62868E+12,02/02/1999,f8f7bb79-a0e9-4e7d-beb6-3546001ac38d,Still_avaliable,B8-9575366x
931,Lokken Floating Shelf 100cm - Black,£15.00,2.90000kg,homeware,9.63091E+12,29/07/1995,51fd5a09-ce05-4399-b63a-b1dfcefd5fb2,Still_avaliable,q3-0903846B
932,Lokken 4 Tier Ladder Shelf Unit,£40.00,11.60000kg,homeware,1.12397E+11,07/10/2017,fb6c257f-2798-46b5-8d6d-a8b83e64f3c5,Still_avaliable,C9-3091977Q
933,Lokken Tall 4 Cube Storage Unit with 2 Baskets,£25.00,11.00000kg,homeware,5.36144E+12,28/03/2016,f11c11f7-918e-449b-84dc-3761c6fb1c69,Still_avaliable,B7-8564275r
934,Maine 3 Tier Corner Shelving - White,£15.00,2.40000kg,homeware,5.29271E+12,23/09/2013,ea87ee12-2844-427d-89e2-8de9539d8fa4,Still_avaliable,M7-5772771K
935,Tromso Round Multi-Section Shelf,£18.00,1.70000kg,homeware,8.50394E+12,02/02/2021,58f93565-cf41-4c34-a826-cc0965d48c80,Still_avaliable,q0-8015463z
936,Detroit Sideboard - Black,£85.00,28.00000kg,homeware,4.25173E+12,23/06/2000,8c786a6a-5841-47ea-9fde-7637af4289de,Still_avaliable,y6-5259815n
937,Michigan Ladder Shelf,£45.00,10.70000kg,homeware,4.2323E+12,24/04/1999,21e32e7f-0c9e-4ca2-8ce3-f95d6ac6303c,Still_avaliable,y9-9798544r
938,Lokken Floating Shelf 100cm - White,£15.00,2.90000kg,homeware,6.33254E+12,02/02/2008,2d04470c-ddd9-4c72-a7b7-498a03726b03,Still_avaliable,x4-2611698l
939,Lokken Floating Shelf 100cm - Oak,£15.00,2.90000kg,homeware,1.47621E+12,18/07/2005,9f1de9f7-b7a3-40d2-a67f-2e9845d23919,Still_avaliable,t9-8808273V
940,Maine 3 Tier Wood Shelf,£15.00,2.40000kg,homeware,2.82911E+12,20/04/2020,7524e33b-0f33-4a1c-87f3-1177e11c3a1b,Removed,x1-7665817a
941,Spaceways 2 Tier Garment Rail,£18.00,2.90000kg,homeware,4.91404E+12,07/08/1996,d1e84f94-e3ed-45ef-b35a-6d233bfa88dd,Still_avaliable,E1-2562265r
942,Lokken 9 Cube Shelving Unit & Baskets - Oak,£50.00,19.80000kg,homeware,9.44685E+12,27/07/2003,1a3265c3-a174-4867-8870-f20f9935b49f,Still_avaliable,E3-7763941i
943,Tromso 3 Tier Corner Shelf,£18.00,18.70000kg,homeware,1.54781E+12,17/12/1996,75fd8d6e-555c-42cc-a776-54afdedaaf81,Still_avaliable,I2-9044234M
944,Michigan Corner Ladder Shelf,£45.00,8.50000kg,homeware,7.77228E+12,07/05/2016,70df6517-84c1-45e3-9529-c3b14f2d39b3,Still_avaliable,O4-0863910Z
945,Michigan 4 Tier Storage Unit,£18.00,2.00000kg,homeware,7.44542E+11,18/08/2014,7de6bd2c-1f0e-4e13-a291-b560485a9c9b,Removed,c7-2549027x
946,Lokken 1-2-3 Shelving Unit & Baskets - White,£38.00,13.50000kg,homeware,5.10539E+11,21/01/2016,3605553d-1e8a-4aa7-ae33-5c7f69e3a0b6,Still_avaliable,H6-6182833D
947,Lokken Display Wall Shelf - Black,£7.00,4.10000kg,homeware,5.13613E+12,08/06/2000,e4f7a474-ad91-4895-92f7-154876c21474,Still_avaliable,O4-2057450M
948,Tromso 4 Tier Shelving Unit,£30.00,4.20000kg,homeware,1.0559E+12,16/08/2008,890aefed-11b9-4c9f-b2ef-c129f6e487e9,Still_avaliable,g4-324960M
949,Maine 3 Tier Ladder Shelf - White,£15.00,2.70000kg,homeware,9.60319E+12,18/01/2014,26ee3448-c74a-46f3-adb9-5223e14848f5,Still_avaliable,K4-3141688N
950,Tromso Set of 3 Shelves,£20.00,3.03000kg,homeware,3.61005E+12,31/08/1998,c65ae281-17af-4134-9c71-271988348150,Still_avaliable,t8-3565329Q
951,Tromso Shelf with Rail,£10.00,1.90000kg,homeware,5.24665E+12,07/04/2000,7c7dd6ca-8a8b-497e-8136-82a9ec065c2e,Still_avaliable,d4-1053553e
952,Tromso Tall Multi-Section Shelf,£25.00,3.80000kg,homeware,7.96529E+12,12/04/2022,5fc17d28-73a4-47f1-944a-f3993dc3a9e1,Still_avaliable,n6-817161d
953,Tromso Triangle Shelf,£7.00,1.07100kg,homeware,4.78279E+12,11/11/1999,5e373a39-531c-426b-a7f3-36af43d7f76d,Still_avaliable,A1-9158839u
954,Glow in the Dark Dinosaur 9 Tub Storage Drawers,£25.00,12.00000kg,homeware,9.41612E+12,17/08/1993,95da6de5-7918-4698-97a4-1b5d941287ec,Still_avaliable,F2-5644181U
955,Mobel 3 Tier Multi-Purpose Trolley - Black,£25.00,4.30000kg,homeware,7.28474E+12,08/01/2006,9f67b891-cd02-4c3c-afb8-17ed896ac8e6,Still_avaliable,O6-2368038z
956,Lokken Bookcase - Oak,£32.00,13.00000kg,homeware,7.07355E+12,24/12/1993,1c222c3a-c180-4eba-8788-0127e0fa551f,Still_avaliable,n9-5482198P
957,Lokken Bookcase - White,£32.00,13.00000kg,homeware,3.23209E+12,01/03/2020,f05b6953-c310-42d5-8841-01320400fcc8,Still_avaliable,o5-2756755M
